id,user_id,details,tag1,tag2,tag3,tag4,tag5,level,type
1339,80,Assemble,2,11,41,,,3,0
1340,113,Diseases,2,13,45,,,3,1
1341,9,Baseball,1,6,,,,2,2
1342,28,Dribbling,1,7,27,,,3,0
1343,15,Backhand,9,34,,,,2,2
1344,33,Cooking,3,14,,,,2,0
1345,58,Create,2,11,40,,,3,0
1346,55,Fitness and wellness,4,,,,,1,1
1347,8,Travel,5,22,,,,2,2
1348,11,Back-end,2,12,42,,,3,0
1349,12,Vehicle,5,23,,,,2,0
1350,73,Decorating,3,15,,,,2,2
1351,109,Machine learning,2,10,36,,,3,0
1352,110,Dribbling,1,7,27,,,3,2
1353,118,Decorating,3,15,,,,2,1
1354,16,Hardware,2,11,,,,2,1
1355,107,DNA,2,13,47,,,3,1
1356,90,Assemble,2,11,41,,,3,1
1357,35,Travel,5,22,,,,2,0
1358,30,Off-tackle run,1,8,30,,,3,1
1359,40,Diseases,2,13,45,,,3,1
1360,35,Baseketball,1,7,,,,2,1
1361,53,Assemble,2,11,41,,,3,2
1362,29,Create,2,11,40,,,3,1
1363,105,Hobbies and activities,5,,,,,1,2
1364,53,Network,2,12,44,,,3,2
1365,72,Spread offense,1,8,32,,,3,0
1366,122,Swing volley,9,35,,,,2,1
1367,51,Baseketball,1,7,,,,2,1
1368,69,Off-tackle run,1,8,30,,,3,2
1369,30,Ice cream,3,14,49,,,3,1
1370,16,Computer Sciences,2,10,,,,2,0
1371,29,Cooking,3,14,,,,2,2
1372,91,Off-tackle run,1,8,30,,,3,2
1373,74,Hit and run,1,6,24,,,3,2
1374,124,Machine learning,2,10,36,,,3,1
1375,89,Hit and run,1,6,24,,,3,1
1376,74,Computer Sciences,2,10,,,,2,0
1377,73,Computer Sciences,2,10,,,,2,1
1378,111,Hardware,2,11,,,,2,1
1379,48,Front-end,2,12,43,,,3,2
1380,114,Biology,2,13,,,,2,2
1381,79,Assemble,2,11,41,,,3,1
1382,67,Create,2,11,40,,,3,2
1383,120,Assemble,2,11,41,,,3,0
1384,80,Pets,5,21,,,,2,0
1385,112,Line defense,1,7,28,,,3,0
1386,76,Dessert,3,15,53,,,3,1
1387,91,Cooking,3,14,,,,2,2
1388,114,Backhand,9,34,,,,2,0
1389,69,Dessert,3,15,53,,,3,1
1390,72,Meditation,4,17,,,,2,0
1391,30,Tennis,9,,,,,1,2
1392,64,Swing volley,9,35,,,,2,1
1393,3,Baseball,1,6,,,,2,2
1394,50,Dessert,3,15,53,,,3,0
1395,65,Ice cream,3,15,52,,,3,2
1396,45,Cooking,3,14,,,,2,0
1397,117,Diseases,2,13,45,,,3,2
1398,25,Hit by pitch,1,6,26,,,3,2
1399,7,Back-end,2,12,42,,,3,0
1400,116,Create,2,11,40,,,3,1
1401,62,Dessert,3,15,53,,,3,0
1402,80,Computer Sciences,2,10,,,,2,0
1403,60,Line defense,1,7,28,,,3,1
1404,37,Homerun,1,6,25,,,3,1
1405,19,Back-end,2,12,42,,,3,0
1406,65,Hobbies and activities,5,,,,,1,2
1407,84,Assemble,2,11,41,,,3,1
1408,39,Hit by pitch,1,6,26,,,3,0
1409,24,Slam dunk,1,7,29,,,3,1
1410,40,Decorating,3,15,,,,2,1
1411,103,Meditation,4,17,,,,2,2
1412,26,Spread offense,1,8,32,,,3,2
1413,80,Cake,3,15,51,,,3,0
1414,71,Bump and run coverage,1,8,31,,,3,1
1415,6,Bump and run coverage,1,8,31,,,3,0
1416,110,Yoga,4,19,,,,2,1
1417,38,Cake,3,14,48,,,3,1
1418,108,Network,2,12,44,,,3,2
1419,59,Line defense,1,7,28,,,3,2
1420,94,Back-end,2,12,42,,,3,0
1421,116,Slam dunk,1,7,29,,,3,0
1422,18,Cake,3,14,48,,,3,0
1423,66,Football,1,8,,,,2,1
1424,72,Dessert,3,14,50,,,3,0
1425,83,Backhand,9,34,,,,2,0
1426,45,Meditation,4,17,,,,2,0
1427,35,Back-end,2,12,42,,,3,1
1428,57,Sport,1,,,,,1,2
1429,9,Dessert,3,14,50,,,3,1
1430,72,Line defense,1,7,28,,,3,0
1431,115,DNA,2,13,47,,,3,0
1432,18,Assemble,2,11,41,,,3,2
1433,115,Diseases,2,13,45,,,3,0
1434,51,Baseketball,1,7,,,,2,0
1435,124,Food,3,,,,,1,2
1436,5,Back-end,2,12,42,,,3,1
1437,70,Dessert,3,14,50,,,3,1
1438,24,Hit and run,1,6,24,,,3,0
1439,1,DNA,2,13,47,,,3,0
1440,75,Back-end,2,12,42,,,3,1
1441,92,DNA,2,13,47,,,3,1
1442,60,Hardware,2,11,,,,2,0
1443,37,Cooking,3,14,,,,2,2
1444,13,Line defense,1,7,28,,,3,2
1445,72,Meditation,4,17,,,,2,2
1446,15,Biology,2,13,,,,2,1
1447,57,Create,2,11,40,,,3,2
1448,98,Machine learning,2,10,36,,,3,2
1449,4,Dessert,3,14,50,,,3,0
1450,96,Machine learning,2,10,36,,,3,2
1451,76,Travel,5,22,,,,2,2
1452,107,Bump and run coverage,1,8,31,,,3,1
1453,2,Bodybuilding,4,16,,,,2,0
1454,38,Ice cream,3,14,49,,,3,1
1455,124,Technology,2,,,,,1,0
1456,32,Hardware,2,11,,,,2,1
1457,50,DNA,2,13,47,,,3,1
1458,93,Sport,1,,,,,1,1
1459,46,Backhand,9,34,,,,2,0
1460,64,Slam dunk,1,7,29,,,3,1
1461,80,Fitness and wellness,4,,,,,1,0
1462,111,Tennis,9,,,,,1,1
1463,105,Line defense,1,7,28,,,3,0
1464,62,Baseketball,1,7,,,,2,1
1465,81,Backhand,9,34,,,,2,1
1466,72,Create,2,11,40,,,3,2
1467,34,Data mining,2,10,37,,,3,1
1468,52,Virus,2,13,46,,,3,2
1469,24,Food,3,,,,,1,0
1470,16,Homerun,1,6,25,,,3,0
1471,39,Network,2,12,44,,,3,1
1472,111,Diseases,2,13,45,,,3,2
1473,25,Machine learning,2,10,36,,,3,1
1474,47,Hardware,2,11,,,,2,1
1475,107,Vehicle,5,23,,,,2,2
1476,23,Fitness and wellness,4,,,,,1,2
1477,14,Biology,2,13,,,,2,0
1478,65,Art and music,5,20,,,,2,0
1479,87,Pets,5,21,,,,2,0
1480,107,Pets,5,21,,,,2,1
1481,63,Software,2,12,,,,2,0
1482,122,Bodybuilding,4,16,,,,2,0
1483,119,Biology,2,13,,,,2,1
1484,113,Create,2,11,40,,,3,0
1485,98,Hit by pitch,1,6,26,,,3,1
1486,99,Yoga,4,19,,,,2,0
1487,9,Art and music,5,20,,,,2,2
1488,6,Baseketball,1,7,,,,2,2
1489,11,Create,2,11,40,,,3,2
1490,4,Art and music,5,20,,,,2,1
1491,2,Tennis,9,,,,,1,1
1492,21,Off-tackle run,1,8,30,,,3,0
1493,88,Sport,1,,,,,1,1
1494,68,Dribbling,1,7,27,,,3,1
1495,78,Technology,2,,,,,1,0
1496,4,Data mining,2,10,37,,,3,0
1497,113,Machine learning,2,10,36,,,3,0
1498,32,Meditation,4,17,,,,2,0
1499,99,Decorating,3,15,,,,2,1
1500,104,Ice cream,3,15,52,,,3,1
1501,41,Slam dunk,1,7,29,,,3,1
1502,48,Art and music,5,20,,,,2,1
1503,5,Decorating,3,15,,,,2,1
1504,57,DNA,2,13,47,,,3,1
1505,81,Security,2,10,38,,,3,1
1506,42,Hardware,2,11,,,,2,2
1507,9,Diseases,2,13,45,,,3,1
1508,71,Computer Sciences,2,10,,,,2,2
1509,24,Fix,2,11,39,,,3,2
1510,15,Create,2,11,40,,,3,1
1511,46,Bodybuilding,4,16,,,,2,1
1512,3,Dribbling,1,7,27,,,3,1
1513,14,Cake,3,14,48,,,3,2
1514,118,DNA,2,13,47,,,3,2
1515,25,Nutritions,4,18,,,,2,1
1516,29,Travel,5,22,,,,2,1
1517,5,Machine learning,2,10,36,,,3,1
1518,63,Sport,1,,,,,1,0
1519,8,Cake,3,15,51,,,3,0
1520,72,Diseases,2,13,45,,,3,0
1521,47,Data mining,2,10,37,,,3,2
1522,30,Ice cream,3,14,49,,,3,1
1523,35,Food,3,,,,,1,1
1524,63,Hardware,2,11,,,,2,0
1525,54,DNA,2,13,47,,,3,2
1526,10,Sport,1,,,,,1,1
1527,95,Homerun,1,6,25,,,3,1
1528,31,Back-end,2,12,42,,,3,1
1529,84,Food,3,,,,,1,2
1530,123,Bodybuilding,4,16,,,,2,2
1531,89,Cake,3,14,48,,,3,1
1532,81,Football,1,8,,,,2,1
1533,95,Create,2,11,40,,,3,1
1534,70,Hardware,2,11,,,,2,2
1535,82,Tennis,9,,,,,1,1
1536,57,Assemble,2,11,41,,,3,1
1537,56,Assemble,2,11,41,,,3,1
1538,9,Assemble,2,11,41,,,3,1
1539,44,Art and music,5,20,,,,2,1
1540,115,Security,2,10,38,,,3,1
1541,62,Back-end,2,12,42,,,3,1
1542,69,Tennis,9,,,,,1,1
1543,117,Fix,2,11,39,,,3,1
1544,30,Virus,2,13,46,,,3,1
1545,124,Backhand,9,34,,,,2,1
1546,95,Fitness and wellness,4,,,,,1,2
1547,8,Backspin,9,33,,,,2,2
1548,24,Sport,1,,,,,1,0
1549,42,Football,1,8,,,,2,1
1550,97,Fitness and wellness,4,,,,,1,2
1551,65,Decorating,3,15,,,,2,1
1552,123,Cake,3,15,51,,,3,2
1553,87,Line defense,1,7,28,,,3,0
1554,104,Hardware,2,11,,,,2,0
1555,77,Homerun,1,6,25,,,3,2
1556,46,Security,2,10,38,,,3,2
1557,86,Front-end,2,12,43,,,3,1
1558,85,Cake,3,14,48,,,3,0
1559,111,Fitness and wellness,4,,,,,1,1
1560,46,Ice cream,3,14,49,,,3,0
1561,118,Back-end,2,12,42,,,3,0
1562,14,Yoga,4,19,,,,2,0
1563,54,Technology,2,,,,,1,1
1564,8,Security,2,10,38,,,3,0
1565,124,Pets,5,21,,,,2,1
1566,95,Baseketball,1,7,,,,2,2
1567,121,DNA,2,13,47,,,3,1
1568,81,Bump and run coverage,1,8,31,,,3,1
1569,18,Bump and run coverage,1,8,31,,,3,0
1570,114,Ice cream,3,14,49,,,3,0
1571,84,Swing volley,9,35,,,,2,1
1572,40,Bump and run coverage,1,8,31,,,3,2
1573,17,Security,2,10,38,,,3,0
1574,109,Vehicle,5,23,,,,2,2
1575,22,Hit by pitch,1,6,26,,,3,2
1576,67,Computer Sciences,2,10,,,,2,2
1577,121,Spread offense,1,8,32,,,3,2
1578,78,Create,2,11,40,,,3,0
1579,42,Line defense,1,7,28,,,3,2
1580,49,Decorating,3,15,,,,2,0
1581,35,Yoga,4,19,,,,2,0
1582,80,Dessert,3,14,50,,,3,0
1583,117,Meditation,4,17,,,,2,1
1584,112,Ice cream,3,14,49,,,3,0
1585,28,Fix,2,11,39,,,3,1
1586,75,Virus,2,13,46,,,3,1
1587,46,Network,2,12,44,,,3,0
1588,11,Baseball,1,6,,,,2,1
1589,89,Swing volley,9,35,,,,2,2
1590,28,Off-tackle run,1,8,30,,,3,0
1591,45,Football,1,8,,,,2,2
1592,72,Ice cream,3,14,49,,,3,0
1593,68,Network,2,12,44,,,3,1
1594,82,Backspin,9,33,,,,2,1
1595,35,Slam dunk,1,7,29,,,3,0
1596,123,Ice cream,3,15,52,,,3,1
1597,38,Food,3,,,,,1,0
1598,45,Homerun,1,6,25,,,3,2
1599,75,Art and music,5,20,,,,2,2
1600,61,Pets,5,21,,,,2,2
1601,19,Hobbies and activities,5,,,,,1,0
1602,77,Hit and run,1,6,24,,,3,0
1603,32,Meditation,4,17,,,,2,1
1604,32,Cake,3,14,48,,,3,2
1605,103,Backhand,9,34,,,,2,2
1606,10,Dribbling,1,7,27,,,3,1
1607,6,Backspin,9,33,,,,2,0
1608,60,Virus,2,13,46,,,3,1
1609,29,Line defense,1,7,28,,,3,0
1610,110,Machine learning,2,10,36,,,3,0
1611,23,Technology,2,,,,,1,2
1612,66,Cake,3,15,51,,,3,0
1613,66,Dessert,3,14,50,,,3,1
1614,13,Diseases,2,13,45,,,3,1
1615,121,Football,1,8,,,,2,2
1616,123,Cooking,3,14,,,,2,1
1617,105,Fitness and wellness,4,,,,,1,2
1618,50,Travel,5,22,,,,2,2
1619,66,Homerun,1,6,25,,,3,2
1620,68,Decorating,3,15,,,,2,0
1621,60,Assemble,2,11,41,,,3,1
1622,48,Software,2,12,,,,2,1
1623,119,Swing volley,9,35,,,,2,2
1624,89,Baseketball,1,7,,,,2,2
1625,84,Software,2,12,,,,2,0
1626,105,Fix,2,11,39,,,3,0
1627,51,Baseball,1,6,,,,2,0
1628,89,Cooking,3,14,,,,2,2
1629,62,Meditation,4,17,,,,2,2
1630,88,Off-tackle run,1,8,30,,,3,1
1631,7,Sport,1,,,,,1,0
1632,107,Computer Sciences,2,10,,,,2,2
1633,78,Slam dunk,1,7,29,,,3,1
1634,54,Hobbies and activities,5,,,,,1,1
1635,101,Security,2,10,38,,,3,2
1636,101,Sport,1,,,,,1,1
1637,6,Biology,2,13,,,,2,0
1638,37,Line defense,1,7,28,,,3,2
1639,38,Dessert,3,14,50,,,3,1
1640,109,Hit by pitch,1,6,26,,,3,2
1641,72,Hit by pitch,1,6,26,,,3,2
1642,109,Nutritions,4,18,,,,2,0
1643,11,Swing volley,9,35,,,,2,2
1644,48,Network,2,12,44,,,3,0
1645,39,Dribbling,1,7,27,,,3,1
1646,75,Meditation,4,17,,,,2,0
1647,65,DNA,2,13,47,,,3,1
1648,94,Art and music,5,20,,,,2,1
1649,109,Ice cream,3,14,49,,,3,1
1650,101,Cake,3,15,51,,,3,0
1651,3,Hobbies and activities,5,,,,,1,2
1652,33,Yoga,4,19,,,,2,1
1653,95,Pets,5,21,,,,2,2
1654,99,Hardware,2,11,,,,2,1
1655,20,Dessert,3,14,50,,,3,0
1656,56,Baseball,1,6,,,,2,1
1657,29,Front-end,2,12,43,,,3,0
1658,15,Backhand,9,34,,,,2,2
1659,32,Hit and run,1,6,24,,,3,0
1660,86,Fix,2,11,39,,,3,2
1661,115,Machine learning,2,10,36,,,3,2
1662,120,Hobbies and activities,5,,,,,1,1
1663,71,Travel,5,22,,,,2,1
1664,10,Software,2,12,,,,2,2
1665,119,Software,2,12,,,,2,1
1666,25,Backspin,9,33,,,,2,1
1667,103,Software,2,12,,,,2,0
1668,30,Vehicle,5,23,,,,2,1
1669,71,Hit and run,1,6,24,,,3,2
1670,14,Ice cream,3,15,52,,,3,1
1671,47,Assemble,2,11,41,,,3,2
1672,20,Diseases,2,13,45,,,3,2
1673,84,Backhand,9,34,,,,2,2
1674,119,Virus,2,13,46,,,3,2
1675,55,Cake,3,15,51,,,3,1
1676,40,Baseketball,1,7,,,,2,1
1677,38,Technology,2,,,,,1,1
1678,42,Swing volley,9,35,,,,2,0
1679,28,Hobbies and activities,5,,,,,1,1
1680,110,Travel,5,22,,,,2,2
1681,46,Hardware,2,11,,,,2,2
1682,13,Pets,5,21,,,,2,2
1683,86,Off-tackle run,1,8,30,,,3,2
1684,88,Biology,2,13,,,,2,1
1685,84,Pets,5,21,,,,2,2
1686,25,Slam dunk,1,7,29,,,3,0
1687,72,Swing volley,9,35,,,,2,1
1688,39,Ice cream,3,14,49,,,3,0
1689,106,Hit and run,1,6,24,,,3,1
1690,29,Machine learning,2,10,36,,,3,1
1691,76,Line defense,1,7,28,,,3,1
1692,16,Hobbies and activities,5,,,,,1,2
1693,33,Network,2,12,44,,,3,0
1694,33,Bump and run coverage,1,8,31,,,3,0
1695,41,Fitness and wellness,4,,,,,1,0
1696,69,Baseball,1,6,,,,2,2
1697,106,DNA,2,13,47,,,3,2
1698,113,Off-tackle run,1,8,30,,,3,1
1699,82,Spread offense,1,8,32,,,3,1
1700,22,Slam dunk,1,7,29,,,3,0
1701,122,Football,1,8,,,,2,1
1702,8,Diseases,2,13,45,,,3,0
1703,88,Swing volley,9,35,,,,2,0
1704,33,Food,3,,,,,1,0
1705,103,Fix,2,11,39,,,3,2
1706,77,Line defense,1,7,28,,,3,1
1707,14,Vehicle,5,23,,,,2,1
1708,32,Food,3,,,,,1,1
1709,17,Bodybuilding,4,16,,,,2,2
1710,61,Bump and run coverage,1,8,31,,,3,2
1711,100,Hit by pitch,1,6,26,,,3,1
1712,9,Technology,2,,,,,1,1
1713,29,Hardware,2,11,,,,2,1
1714,38,Cake,3,14,48,,,3,2
1715,75,Front-end,2,12,43,,,3,2
1716,121,Biology,2,13,,,,2,0
1717,8,Cake,3,15,51,,,3,0
1718,122,Meditation,4,17,,,,2,1
1719,105,Machine learning,2,10,36,,,3,2
1720,58,Line defense,1,7,28,,,3,1
1721,1,Sport,1,,,,,1,2
1722,41,Vehicle,5,23,,,,2,0
1723,22,Fix,2,11,39,,,3,0
1724,9,Back-end,2,12,42,,,3,0
1725,5,Travel,5,22,,,,2,1
1726,36,Dessert,3,14,50,,,3,0
1727,21,Assemble,2,11,41,,,3,0
1728,63,Ice cream,3,14,49,,,3,2
1729,43,Front-end,2,12,43,,,3,0
1730,69,Baseball,1,6,,,,2,1
1731,50,Ice cream,3,14,49,,,3,0
1732,26,Hardware,2,11,,,,2,0
1733,64,Tennis,9,,,,,1,1
1734,31,Nutritions,4,18,,,,2,1
1735,36,Hobbies and activities,5,,,,,1,1
1736,28,Baseketball,1,7,,,,2,2
1737,13,Homerun,1,6,25,,,3,0
1738,100,Food,3,,,,,1,2
1739,18,Technology,2,,,,,1,0
1740,15,Hit and run,1,6,24,,,3,1
1741,114,Baseketball,1,7,,,,2,2
1742,88,Yoga,4,19,,,,2,1
1743,44,Data mining,2,10,37,,,3,0
1744,27,Security,2,10,38,,,3,2
1745,1,Spread offense,1,8,32,,,3,2
1746,84,Food,3,,,,,1,0
1747,48,Virus,2,13,46,,,3,1
1748,49,Machine learning,2,10,36,,,3,2
1749,46,Security,2,10,38,,,3,2
1750,117,Software,2,12,,,,2,1
1751,110,Software,2,12,,,,2,1
1752,81,Cake,3,14,48,,,3,1
1753,116,Fix,2,11,39,,,3,2
1754,101,Travel,5,22,,,,2,2
1755,113,Hit and run,1,6,24,,,3,2
1756,84,Fitness and wellness,4,,,,,1,0
1757,45,Biology,2,13,,,,2,0
1758,44,Swing volley,9,35,,,,2,2
1759,95,Biology,2,13,,,,2,2
1760,112,Yoga,4,19,,,,2,2
1761,28,Front-end,2,12,43,,,3,1
1762,71,Fitness and wellness,4,,,,,1,0
1763,119,Nutritions,4,18,,,,2,2
1764,57,Pets,5,21,,,,2,0
1765,64,Dessert,3,15,53,,,3,2
1766,108,Assemble,2,11,41,,,3,2
1767,118,Food,3,,,,,1,2
1768,112,Cooking,3,14,,,,2,1
1769,123,Create,2,11,40,,,3,1
1770,34,Line defense,1,7,28,,,3,1
1771,118,Decorating,3,15,,,,2,2
1772,76,Dribbling,1,7,27,,,3,1
1773,119,Art and music,5,20,,,,2,2
1774,93,DNA,2,13,47,,,3,2
1775,29,Art and music,5,20,,,,2,2
1776,107,Nutritions,4,18,,,,2,0
1777,86,Vehicle,5,23,,,,2,0
1778,65,Nutritions,4,18,,,,2,2
1779,14,Sport,1,,,,,1,0
1780,84,Food,3,,,,,1,1
1781,4,Bodybuilding,4,16,,,,2,1
1782,41,Decorating,3,15,,,,2,1
1783,123,Hit and run,1,6,24,,,3,2
1784,10,Fix,2,11,39,,,3,2
1785,44,Fix,2,11,39,,,3,1
1786,117,Security,2,10,38,,,3,1
1787,43,Dessert,3,14,50,,,3,2
1788,117,Technology,2,,,,,1,2
1789,16,Assemble,2,11,41,,,3,1
1790,36,Computer Sciences,2,10,,,,2,0
1791,42,Assemble,2,11,41,,,3,2
1792,86,Decorating,3,15,,,,2,1
1793,110,Food,3,,,,,1,2
1794,23,DNA,2,13,47,,,3,1
1795,35,Baseball,1,6,,,,2,0
1796,99,Pets,5,21,,,,2,1
1797,35,Vehicle,5,23,,,,2,2
1798,32,Dessert,3,14,50,,,3,0
1799,31,Baseball,1,6,,,,2,1
1800,83,Dribbling,1,7,27,,,3,2
1801,100,Nutritions,4,18,,,,2,2
1802,56,Nutritions,4,18,,,,2,2
1803,30,Biology,2,13,,,,2,1
1804,96,Ice cream,3,14,49,,,3,0
1805,100,Travel,5,22,,,,2,0
1806,100,Baseketball,1,7,,,,2,2
1807,117,Off-tackle run,1,8,30,,,3,1
1808,100,Cooking,3,14,,,,2,0
1809,73,Front-end,2,12,43,,,3,2
1810,48,Hit and run,1,6,24,,,3,0
1811,100,Food,3,,,,,1,0
1812,110,Assemble,2,11,41,,,3,2
1813,92,Homerun,1,6,25,,,3,0
1814,7,Cake,3,14,48,,,3,0
1815,89,Spread offense,1,8,32,,,3,1
1816,93,Line defense,1,7,28,,,3,0
1817,21,Pets,5,21,,,,2,2
1818,96,Backspin,9,33,,,,2,1
1819,17,Technology,2,,,,,1,0
1820,62,Line defense,1,7,28,,,3,0
1821,12,Virus,2,13,46,,,3,0
1822,106,Hit and run,1,6,24,,,3,1
1823,23,Create,2,11,40,,,3,1
1824,97,Hit by pitch,1,6,26,,,3,0
1825,9,Backhand,9,34,,,,2,2
1826,113,Hit and run,1,6,24,,,3,1
1827,106,Hit by pitch,1,6,26,,,3,1
1828,56,Bodybuilding,4,16,,,,2,0
1829,124,Software,2,12,,,,2,0
1830,98,Football,1,8,,,,2,1
1831,81,Travel,5,22,,,,2,1
1832,13,Food,3,,,,,1,1
1833,41,Hit by pitch,1,6,26,,,3,2
1834,59,Football,1,8,,,,2,1
1835,64,Decorating,3,15,,,,2,2
1836,111,Off-tackle run,1,8,30,,,3,1
1837,123,Create,2,11,40,,,3,2
1838,89,Spread offense,1,8,32,,,3,0
1839,40,Cooking,3,14,,,,2,1
1840,1,Network,2,12,44,,,3,0
1841,67,Vehicle,5,23,,,,2,2
1842,108,Fix,2,11,39,,,3,2
1843,58,Bump and run coverage,1,8,31,,,3,2
1844,111,Dessert,3,14,50,,,3,1
1845,45,Dessert,3,14,50,,,3,1
1846,3,Tennis,9,,,,,1,2
1847,4,Vehicle,5,23,,,,2,1
1848,17,Bodybuilding,4,16,,,,2,1
1849,81,Biology,2,13,,,,2,2
1850,86,Off-tackle run,1,8,30,,,3,1
1851,43,Back-end,2,12,42,,,3,1
1852,80,Dessert,3,14,50,,,3,1
1853,108,Vehicle,5,23,,,,2,0
1854,85,Biology,2,13,,,,2,0
1855,77,Yoga,4,19,,,,2,0
1856,79,Diseases,2,13,45,,,3,0
1857,76,Cake,3,14,48,,,3,0
1858,110,Computer Sciences,2,10,,,,2,1
1859,66,Backhand,9,34,,,,2,1
1860,98,Slam dunk,1,7,29,,,3,0
1861,66,Backspin,9,33,,,,2,1
1862,73,DNA,2,13,47,,,3,2
1863,83,Baseketball,1,7,,,,2,1
1864,114,Backspin,9,33,,,,2,2
1865,63,Slam dunk,1,7,29,,,3,2
1866,21,Food,3,,,,,1,1
1867,6,Travel,5,22,,,,2,0
1868,59,Backhand,9,34,,,,2,1
1869,78,Travel,5,22,,,,2,1
1870,26,Technology,2,,,,,1,1
1871,32,Vehicle,5,23,,,,2,0
1872,124,Network,2,12,44,,,3,2
1873,111,Network,2,12,44,,,3,1
1874,111,Baseball,1,6,,,,2,0
1875,88,Cake,3,15,51,,,3,0
1876,106,Fitness and wellness,4,,,,,1,0
1877,69,Homerun,1,6,25,,,3,2
1878,102,Technology,2,,,,,1,0
1879,95,Network,2,12,44,,,3,0
1880,6,Fitness and wellness,4,,,,,1,1
1881,110,Slam dunk,1,7,29,,,3,0
1882,82,Bump and run coverage,1,8,31,,,3,2
1883,20,Security,2,10,38,,,3,1
1884,59,Computer Sciences,2,10,,,,2,2
1885,83,Art and music,5,20,,,,2,1
1886,49,Tennis,9,,,,,1,2
1887,92,Virus,2,13,46,,,3,1
1888,59,Backhand,9,34,,,,2,2
1889,88,Backhand,9,34,,,,2,1
1890,41,Bodybuilding,4,16,,,,2,1
1891,33,Cake,3,14,48,,,3,2
1892,3,Dessert,3,15,53,,,3,2
1893,99,Nutritions,4,18,,,,2,0
1894,66,Fitness and wellness,4,,,,,1,2
1895,81,Sport,1,,,,,1,2
1896,82,Virus,2,13,46,,,3,2
1897,14,Biology,2,13,,,,2,2
1898,99,Sport,1,,,,,1,2
1899,41,Bodybuilding,4,16,,,,2,0
1900,42,Dessert,3,15,53,,,3,0
1901,43,Spread offense,1,8,32,,,3,1
1902,95,Travel,5,22,,,,2,1
1903,47,Ice cream,3,15,52,,,3,0
1904,51,Vehicle,5,23,,,,2,0
1905,95,Off-tackle run,1,8,30,,,3,0
1906,66,Football,1,8,,,,2,0
1907,33,Yoga,4,19,,,,2,2
1908,97,Decorating,3,15,,,,2,2
1909,121,Swing volley,9,35,,,,2,2
1910,73,Baseball,1,6,,,,2,2
1911,7,Bump and run coverage,1,8,31,,,3,1
1912,54,Ice cream,3,15,52,,,3,0
1913,31,Hit and run,1,6,24,,,3,1
1914,121,Dessert,3,15,53,,,3,2
1915,98,Diseases,2,13,45,,,3,0
1916,109,Vehicle,5,23,,,,2,1
1917,17,Create,2,11,40,,,3,1
1918,115,Computer Sciences,2,10,,,,2,1
1919,48,Sport,1,,,,,1,2
1920,86,DNA,2,13,47,,,3,2
1921,98,Security,2,10,38,,,3,2
1922,48,Art and music,5,20,,,,2,1
1923,9,Backhand,9,34,,,,2,0
1924,123,Food,3,,,,,1,2
1925,44,Ice cream,3,15,52,,,3,2
1926,78,Network,2,12,44,,,3,2
1927,70,Art and music,5,20,,,,2,0
1928,72,Baseball,1,6,,,,2,1
1929,25,Swing volley,9,35,,,,2,1
1930,16,Technology,2,,,,,1,0
1931,74,Nutritions,4,18,,,,2,2
1932,105,Bodybuilding,4,16,,,,2,1
1933,12,Technology,2,,,,,1,2
1934,117,Backhand,9,34,,,,2,2
1935,123,Hardware,2,11,,,,2,0
1936,64,Hobbies and activities,5,,,,,1,0
1937,123,Network,2,12,44,,,3,0
1938,47,Football,1,8,,,,2,1
1939,26,Back-end,2,12,42,,,3,0
1940,27,Art and music,5,20,,,,2,0
1941,43,Travel,5,22,,,,2,2
1942,108,Diseases,2,13,45,,,3,0
1943,112,Cake,3,15,51,,,3,2
1944,63,Backspin,9,33,,,,2,0
1945,78,Fix,2,11,39,,,3,2
1946,38,Dessert,3,14,50,,,3,2
1947,75,Travel,5,22,,,,2,2
1948,108,Backspin,9,33,,,,2,0
1949,10,Pets,5,21,,,,2,2
1950,97,Fitness and wellness,4,,,,,1,1
1951,10,Back-end,2,12,42,,,3,2
1952,71,Biology,2,13,,,,2,2
1953,38,Baseball,1,6,,,,2,0
1954,121,Diseases,2,13,45,,,3,2
1955,74,Cake,3,14,48,,,3,2
1956,27,Ice cream,3,14,49,,,3,0
1957,19,Meditation,4,17,,,,2,1
1958,9,Cooking,3,14,,,,2,2
1959,63,Off-tackle run,1,8,30,,,3,0
1960,122,Biology,2,13,,,,2,2
1961,50,Technology,2,,,,,1,0
1962,41,Dessert,3,14,50,,,3,2
1963,82,Baseketball,1,7,,,,2,1
1964,67,Software,2,12,,,,2,1
1965,105,Security,2,10,38,,,3,2
1966,76,Hit and run,1,6,24,,,3,0
1967,116,Machine learning,2,10,36,,,3,0
1968,40,Backspin,9,33,,,,2,0
1969,110,Machine learning,2,10,36,,,3,2
1970,10,Yoga,4,19,,,,2,0
1971,38,Ice cream,3,14,49,,,3,1
1972,110,Travel,5,22,,,,2,2
1973,99,Meditation,4,17,,,,2,2
1974,60,Off-tackle run,1,8,30,,,3,0
1975,44,Ice cream,3,15,52,,,3,0
1976,114,Backspin,9,33,,,,2,2
1977,48,Backspin,9,33,,,,2,1
1978,4,Create,2,11,40,,,3,2
1979,60,Ice cream,3,15,52,,,3,1
1980,74,DNA,2,13,47,,,3,2
1981,89,Cooking,3,14,,,,2,1
1982,118,Assemble,2,11,41,,,3,1
1983,29,Cake,3,15,51,,,3,0
1984,85,Dessert,3,14,50,,,3,2
1985,82,Front-end,2,12,43,,,3,1
